sentence,context,subject,verb,verb_pos,subject_number,verb_number,verb_form,verb_person,n_intervening,n_diff_intervening,distance,split_origin
- Yo voy a democratizar el automóvil - decía Ford - y cuando lo haga todo el mundo podrá comprar uno y casi todo el mundo tendrá uno .,- Yo voy a democratizar el automóvil - decía Ford - y cuando lo haga todo el mundo podrá comprar uno y casi todo el mundo tendrá,mundo,tendrá,26,Sing,Sing,Fin,3,0,0,1,train
"- Y acto seguido anunció que doblaría a cinco dólares el salario mínimo de sus obreros y empleados : si sus obreros ganaban más dinero , podrían comprar sus autos .",- Y acto seguido anunció que doblaría a cinco dólares el salario mínimo de sus obreros y empleados : si sus obreros ganaban,obreros,ganaban,22,Plur,Plur,Fin,3,0,0,1,train
Esta filosofía recibió el nombre de fordismo y durante algún tiempo hizo de su fundador el dolor de los obreros .,Esta filosofía recibió,filosofía,recibió,2,Sing,Sing,Fin,3,0,0,1,train
La compañía Ford se extendió por todo el mundo y sirvió de modelo a las empresas de coches .,La compañía Ford se extendió,compañía,extendió,4,Sing,Sing,Fin,3,0,0,3,train
"Como tantos hitos industriales del siglo , el automóvil hizo pagar su precio a la sociedad .","Como tantos hitos industriales del siglo , el automóvil hizo",automóvil,hizo,9,Sing,Sing,Fin,3,0,0,1,train
Ya en 1906 la North American Review informaba que los muertos en accidentes de auto superaban a los de la guerra de Cuba .,Ya en 1906 la North American Review informaba que los muertos en accidentes de auto superaban,muertos,superaban,15,Plur,Plur,Fin,3,2,1,5,train
"El abogado norteamericano Ralph Nader en 1965 decía en un libro famoso : - Por más de medio siglo el automóvil ha traído la muerte , las heridas e incalculables penas y privaciones a millones de personas - .",El abogado norteamericano Ralph Nader en 1965 decía,abogado,decía,7,Sing,Sing,Fin,3,0,0,6,train
"Y en esa terrible cuenta no se incluyen los daños de la contaminación , la lluvia ácida y el incesante deterioro del medio ambiente .",Y en esa terrible cuenta no se incluyen,daños,incluyen,7,Plur,Plur,Fin,3,0,0,2,train
La superficie se levanta en algunas zonas - incluso se ha podido detectar una formación montañosa de unos 4.000 metros de altura - y se hunde en otras .,La superficie se levanta,superficie,levanta,3,Sing,Sing,Fin,3,0,0,2,train
"En opinión de los citados especialistas , - esto daría prueba de una actividad interna anterior , aunque va a ser difícil ensamblar toda esta historia geológica - .","En opinión de los citados especialistas , - esto daría",esto,daría,9,Sing,Sing,Fin,3,0,0,1,train
"De momento , se desconoce de dónde procede la energía de esta posible actividad .","De momento , se desconoce de dónde procede",energía,procede,7,Sing,Sing,Fin,3,0,0,2,train
"- Existen procesos muy complejos que están ocurriendo en este satélite - , concluyen los científicos .",- Existen,procesos,Existen,1,Plur,Plur,Fin,3,0,0,1,train
"- Existen procesos muy complejos que están ocurriendo en este satélite - , concluyen los científicos .","- Existen procesos muy complejos que están ocurriendo en este satélite - , concluyen",científicos,concluyen,13,Plur,Plur,Fin,3,0,0,2,train
Se realizaron también medidas de la energía solar captada por el planeta ( hay que tener en cuenta que la luz que llega a Urano procedente de nuestra estrella es 1.600 veces más débil que la que incide sobre la Tierra ) .,Se realizaron,medidas,realizaron,1,Plur,Plur,Fin,3,0,0,2,train
"Entre tanto , la sonda rastreaba fotográficamente todas y cada una de las lunas recién descubiertas , todas ellas de pequeño tamaño .","Entre tanto , la sonda rastreaba",sonda,rastreaba,5,Sing,Sing,Fin,3,0,0,1,train
El campo gravitacional de estas lunas se encarga de retener en órbita las pequeñas partículas que forman el anillo .,El campo gravitacional de estas lunas se encarga,campo,encarga,7,Sing,Sing,Fin,3,1,1,6,train
"Todas ellas son muy oscuras , al igual que los anillos , por lo que los científicos piensan que la composición de ambos puede incluir algún tipo de material rocoso , mezclado con carbono y gases .","Todas ellas son muy oscuras , al igual que los anillos , por lo que los científicos piensan",científicos,piensan,17,Plur,Plur,Fin,3,0,0,1,train
"- De cualquier forma - , indican los especialistas , - no se conocen con exactitud las propiedades de estos materiales y también es posible que surjan algunos nuevos - .","- De cualquier forma - , indican",especialistas,indican,6,Plur,Plur,Fin,3,0,0,2,train
"- De cualquier forma - , indican los especialistas , - no se conocen con exactitud las propiedades de estos materiales y también es posible que surjan algunos nuevos - .","- De cualquier forma - , indican los especialistas , - no se conocen",propiedades,conocen,13,Plur,Plur,Fin,3,0,0,4,train
"- De cualquier forma - , indican los especialistas , - no se conocen con exactitud las propiedades de estos materiales y también es posible que surjan algunos nuevos - .","- De cualquier forma - , indican los especialistas , - no se conocen con exactitud las propiedades de estos materiales y también es posible que surjan",algunos,surjan,26,Plur,Plur,Fin,3,0,0,1,train
"Algunos son capaces de dormir en nuestro cuerpo durante largos años , sin ser advertidos por el sistema inmunológico , hasta que llega el momento propicio para desencadenar el ataque .","Algunos son capaces de dormir en nuestro cuerpo durante largos años , sin ser advertidos por el sistema inmunológico , hasta que llega",momento,llega,22,Sing,Sing,Fin,3,0,0,2,train
"Y esto parece cierto , no sólo para los virus , sino para otras muchas enfermedades .",Y esto parece,esto,parece,2,Sing,Sing,Fin,3,0,0,1,train
"El caso es que una persona introvertida pescará un resfriado o un catarro mucho antes que otra extrovertida , como pudieron demostrar los británicos por la cantidad de virus encontrados en la mucosa .",El caso es que una persona introvertida pescará,persona,pescará,7,Sing,Sing,Fin,3,0,0,2,train
"De hecho , la infección provocada por dos cepas emparentadas conduce generalmente a la formación de un tercer tipo de virus que posee las características nocivas de las dos variedades primitivas .","De hecho , la infección provocada por dos cepas emparentadas conduce",infección,conduce,10,Sing,Sing,Fin,3,1,1,6,train
"Una imitación de estas características es la que debió causar la gran epidemia gripal el año 1918 , durante la cual murieron más de veinte millones de personas .","Una imitación de estas características es la que debió causar la gran epidemia gripal el año 1918 , durante la cual murieron",millones,murieron,21,Plur,Plur,Fin,3,0,0,4,train
"Nos deja realmente atónitos este mundo , simple y a la vez complejo , de los virus por otra parte , inseparable del nuestro .",Nos deja,mundo,deja,1,Sing,Sing,Fin,3,0,0,4,train
Mucho queda por investigar y conocer sobre estos incómodos y peligrosos compañeros de existencia .,Mucho queda,Mucho,queda,1,Sing,Sing,Fin,3,0,0,1,train
"A un virus mortal sucede otro , y otro más , esforzándose esforzando se en minar los cimientos de la propia vida , en una carrera sin fin ; en una especie de guerra de las Galaxias en la que emplean armas cada vez más y más sofisticadas .",A un virus mortal sucede,otro,sucede,4,Sing,Sing,Fin,3,0,0,1,train
El origen del SIDA se localiza probablemente en África Central .,El origen del SIDA se localiza,origen,localiza,5,Sing,Sing,Fin,3,0,0,4,train
"El virus , como tal , fue descubierto por franceses y norteamericanos , en 1983 , una vez que la enfermedad comenzó a manifestarse manifestar se en estos países .","El virus , como tal , fue descubierto por franceses y norteamericanos , en 1983 , una vez que la enfermedad comenzó",enfermedad,comenzó,21,Sing,Sing,Fin,3,0,0,1,train
"Para que exista contagio , el virus ha de ser introducido en el organismo a través de alguna de estas vías .",Para que exista,contagio,exista,2,Sing,Sing,Fin,1,0,0,1,train
"De todas formas , entre griegos y romanos existió una forma peculiar de combate , no para dirimir agravios personales sino para decidir la victoria entre dos pueblos en discordia y evitar el choque de los dos ejércitos enemigos .","De todas formas , entre griegos y romanos existió",forma,existió,8,Sing,Sing,Fin,3,0,0,2,train
"Tal carácter revistieron los combates entre David y Goliat , Héctor y Aquiles ...",Tal carácter revistieron,combates,revistieron,2,Plur,Plur,Fin,3,0,0,2,train
Cuentan Tácito y César en sus libros que las tribus germanas solían resolver sus batallas en combates singulares a espada .,Cuentan Tácito y César en sus libros que las tribus germanas solían,tribus,solían,11,Plur,Plur,Fin,3,0,0,2,train
"Más tarde la invasión de los bárbaros introdujo el denominado - duelo judiciario - o juicio de Dios durante la Edad Media , época en que los nobles y hombres libres lo utilizaron como procedimiento para zanjar sus diferencias .",Más tarde la invasión de los bárbaros introdujo,invasión,introdujo,7,Sing,Sing,Fin,3,1,1,4,train
"Más tarde la invasión de los bárbaros introdujo el denominado - duelo judiciario - o juicio de Dios durante la Edad Media , época en que los nobles y hombres libres lo utilizaron como procedimiento para zanjar sus diferencias .","Más tarde la invasión de los bárbaros introdujo el denominado - duelo judiciario - o juicio de Dios durante la Edad Media , época en que los nobles y hombres libres lo utilizaron",nobles,utilizaron,32,Plur,Plur,Fin,3,1,0,5,train
A partir del siglo IX se desarrolló en el seno de la Iglesia un movimiento de hostilidad contra el duelo judicial .,A partir del siglo IX se desarrolló,movimiento,desarrolló,6,Sing,Sing,Fin,3,0,0,8,train
"Revestido de un carácter privado , el duelo subsistió y hasta nuestro siglo ha llegado el denominado lance de honor a espada , sable o pistola , ante testigos y sujeto a ciertas reglas establecidas en los códigos de honor .","Revestido de un carácter privado , el duelo subsistió",duelo,subsistió,8,Sing,Sing,Fin,3,0,0,1,train
A partir del siglo XVIII el duelo gozó de bastante tolerancia .,A partir del siglo XVIII el duelo gozó,duelo,gozó,7,Sing,Sing,Fin,3,0,0,1,train
"Las estrías practicadas en ellos descomponen la inercia de la bala en un movimiento giratorio que estabiliza su trayectoria , logrando una mayor precisión en el blanco .",Las estrías practicadas en ellos descomponen,estrías,descomponen,5,Plur,Plur,Fin,3,0,0,4,train
"Por eso los duelistas , al no disponer más que de armas de cañón liso , de gran alcance pero mucho menos certeras , se entregaban al factor suerte .","Por eso los duelistas , al no disponer más que de armas de cañón liso , de gran alcance pero mucho menos certeras , se entregaban",duelistas,entregaban,25,Plur,Plur,Fin,3,3,2,22,train
"Hoy día todas las armas de fuego reglamentarias , salvo las escopetas de caza , tienen sus cañones rayados .","Hoy día todas las armas de fuego reglamentarias , salvo las escopetas de caza , tienen",armas,tienen,15,Plur,Plur,Fin,3,3,2,11,train
Sin embargo el duelista no sólo debía estar preparado en todo momento ; estrategas de oficio conocían perversos ardides para desajustar de alguna manera la igualdad que garantizaban las reglas del juego .,Sin embargo el duelista no sólo debía estar preparado en todo momento ; estrategas de oficio conocían,estrategas,conocían,16,Plur,Plur,Fin,3,1,1,3,train
Sin embargo el duelista no sólo debía estar preparado en todo momento ; estrategas de oficio conocían perversos ardides para desajustar de alguna manera la igualdad que garantizaban las reglas del juego .,Sin embargo el duelista no sólo debía estar preparado en todo momento ; estrategas de oficio conocían perversos ardides para desajustar de alguna manera la igualdad que garantizaban,reglas,garantizaban,27,Plur,Plur,Fin,3,0,0,2,train
"Cuando la ofensa había sido grave , el ofendido tenía derecho a utilizar su propia arma , que antes podía manipularse manipular se rayando el cañón hasta la mitad sin que se percibiese a simple vista .","Cuando la ofensa había sido grave , el ofendido tenía",ofendido,tenía,9,Sing,Sing,Fin,3,0,0,1,train
"Al fin y al cabo , como el duelo no es más que el ejercicio privado de la justicia en el que los duelistas se la toman por su mano , el abuso de los lances fue perseguido con la vieja obsesión humana de inventar artefactos que aliviaran su trabajo","Al fin y al cabo , como el duelo no es más que el ejercicio privado de la justicia en el que los duelistas se la toman",duelistas,toman,26,Plur,Plur,Fin,3,0,0,3,train
"se enfocó desde muy antiguo hacia el transporte de vivos y bienes , del que tenía ejemplo en las naves que movía el viento por aguas y mares con estimable eficiencia .","se enfocó desde muy antiguo hacia el transporte de vivos y bienes , del que tenía ejemplo en las naves que movía",viento,movía,21,Sing,Sing,Fin,3,0,0,2,train
"La presión atmosférica devolvía el émbolo a su posición original , debido al enrarecimiento del aire del cilindro originado por la explosión .",La presión atmosférica devolvía,presión,devolvía,3,Sing,Sing,Fin,3,0,0,2,train
"La idea no prosperó , y Denis Papin se dedicó a experimentar con el vapor de agua y la marmita que lleva su nombre .",La idea no prosperó,idea,prosperó,3,Sing,Sing,Fin,3,0,0,2,train
"Había de transcurrir siglo y medio antes de que resurgiese la idea original de Huygens de un motor de explosión , y la demora se debió seguramente , en parte , al éxito de las máquinas de vapor que ya arrastraban trenes y barcos con eficiencia .",Había de transcurrir siglo y medio antes de que resurgiese,idea,resurgiese,9,Sing,Sing,Fin,3,0,0,2,train
"Había de transcurrir siglo y medio antes de que resurgiese la idea original de Huygens de un motor de explosión , y la demora se debió seguramente , en parte , al éxito de las máquinas de vapor que ya arrastraban trenes y barcos con eficiencia .","Había de transcurrir siglo y medio antes de que resurgiese la idea original de Huygens de un motor de explosión , y la demora se debió",demora,debió,25,Sing,Sing,Fin,3,0,0,2,train
